,timestamp,user_id,ip,bandwidth_usage,packet_count,event_type,ip_hashed,packet_rate,login_failure,anomaly,shap_importance
0,2025-09-04 06:00:00,39,192.168.1.229,61.86387412215288,1332.888050789642,auth_failure,0cff952d4f35ece6,133.2888050789642,1,Anomaly,6.756338093523473
1,2025-09-04 06:00:01,29,192.168.1.36,95.27294332151281,1312.3812849532212,normal,c950bc3c71206a17,131.23812849532212,0,Normal,1.9228299896846202
2,2025-09-04 06:00:02,15,192.168.1.152,76.29159990639377,881.078833232099,normal,e0b1cc34ec4a20d1,88.1078833232099,0,Normal,0.9473252634476494
3,2025-09-04 06:00:03,43,192.168.1.223,92.02215015492898,580.4209117382652,normal,f966149e8a981bee,58.04209117382652,0,Normal,3.3892213116597802
4,2025-09-04 06:00:04,8,192.168.1.6,115.40850434233285,864.2941329270515,normal,b5fc5e0389850fc0,86.42941329270515,0,Normal,0.9010817230322898
5,2025-09-04 06:00:05,21,192.168.1.66,113.5354054143391,1015.1344588094471,normal,9b45101315171aeb,101.51344588094472,0,Normal,1.630726389248383
6,2025-09-04 06:00:06,39,192.168.1.212,110.37279295227134,927.6709444628685,normal,eb2ab4dcad5bfa99,92.76709444628685,0,Normal,1.446306686668148
7,2025-09-04 06:00:07,19,192.168.1.220,87.50586553675794,1393.579788585627,normal,6f9297fe5b1f3306,139.35797885856272,0,Normal,2.2675395042754305
8,2025-09-04 06:00:08,23,192.168.1.75,115.03805236065396,1003.7560608632898,normal,96ad3f6dba37b853,100.37560608632899,0,Normal,1.6407318962997102
9,2025-09-04 06:00:09,11,192.168.1.4,59.76899078037066,1130.7423760512388,auth_failure,5a4b545996966878,113.07423760512388,1,Normal,6.412612515296709
10,2025-09-04 06:00:10,11,192.168.1.79,86.09156740220048,1043.4428619294688,normal,425997118cfa5046,104.34428619294688,0,Normal,1.911237683838641
11,2025-09-04 06:00:11,24,192.168.1.134,99.16859804914951,930.6733633018356,normal,4af462df19b1195b,93.06733633018356,0,Normal,1.660427558773695
12,2025-09-04 06:00:12,36,192.168.1.118,140.40803927364223,615.0376644074668,normal,bdced7c58f8365fb,61.50376644074667,0,Normal,3.9453897486497618
13,2025-09-04 06:00:13,40,192.168.1.113,42.60125723536613,984.2764722917029,auth_failure,82b05bfbdb7f8823,98.42764722917029,1,Normal,7.004318595161269
14,2025-09-04 06:00:14,24,192.168.1.94,65.89826661512551,1650.9294586308254,normal,1118512b7e80fca4,165.09294586308255,0,Normal,4.574921214093154
15,2025-09-04 06:00:15,3,192.168.1.248,127.65808868929597,751.1083200324333,normal,ec5e7209ecfefc00,75.11083200324333,0,Normal,1.7951020059549783
16,2025-09-04 06:00:16,22,192.168.1.230,122.7320954340912,637.0253911251551,normal,f07ab56e6a357621,63.70253911251551,0,Normal,2.121570116346818
17,2025-09-04 06:00:17,2,192.168.1.179,90.86065352845151,1387.277860513782,normal,01ac9587da77486d,138.7277860513782,0,Normal,2.263007110753728
18,2025-09-04 06:00:18,24,192.168.1.62,97.74016436263827,1148.416593973867,normal,dc2bed712832139e,114.8416593973867,0,Normal,1.5683730819982753
19,2025-09-04 06:00:19,44,192.168.1.185,37.75064949811048,1037.4839761046874,auth_failure,916526a330494e63,103.74839761046874,1,Anomaly,7.488934889555434
20,2025-09-04 06:00:20,30,192.168.1.194,101.77904545219404,1272.5347724734115,normal,56ae93b90313b67e,127.25347724734115,0,Normal,1.2949843149833824
21,2025-09-04 06:00:21,38,192.168.1.79,123.31827430742801,833.6996114087807,normal,425997118cfa5046,83.36996114087808,0,Normal,0.3907482585924933
22,2025-09-04 06:00:22,2,192.168.1.203,89.14790316483445,978.6810478170696,normal,4a3f89eed6186d4a,97.86810478170696,0,Normal,1.8154882881569392
23,2025-09-04 06:00:23,21,192.168.1.136,117.54203957572585,1191.0308233801647,normal,b2bf4438012bf7f6,119.10308233801648,0,Normal,1.1951139654376544
24,2025-09-04 06:00:24,33,192.168.1.26,109.27447714780864,1422.0708735640792,normal,4a215f75cb8bb56a,142.20708735640792,0,Normal,2.7991524323903247
25,2025-09-04 06:00:25,12,192.168.1.179,111.55633781762279,766.2911370686784,normal,01ac9587da77486d,76.62911370686784,0,Normal,1.2174489314451908
26,2025-09-04 06:00:26,22,192.168.1.173,90.31381638827264,1256.146891712079,normal,990de87b64e876d5,125.6146891712079,0,Normal,1.1244572960392802
27,2025-09-04 06:00:27,44,192.168.1.44,92.90751634133011,1076.367812168197,normal,629e1bbe393416d6,107.63678121681968,0,Normal,2.109986001451131
28,2025-09-04 06:00:28,25,192.168.1.133,63.06455131057197,1032.612213485883,normal,7a0e11add0c10d26,103.26122134858831,0,Normal,2.8317211562361515
